file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
082805016.png,22,0.983923,804,117,1019,117,1019,349,804,349
102806073.png,23,0.982798,871,477,1115,477,1115,728,871,728
102806073.png,4,0.654626,871,478,1116,478,1116,730,871,730
100245383.png,13,0.985019,1086,104,1339,104,1339,337,1086,337
111225102.png,29,0.983904,717,139,956,139,956,389,717,389
111225102.png,6,0.947896,1343,687,1655,687,1655,971,1343,971
111225102.png,9,0.625971,1343,687,1655,687,1655,975,1343,975
143649788.png,18,0.984008,1219,299,1493,299,1493,547,1219,547
104142090.png,15,0.984539,737,135,991,135,991,366,737,366
162921030.png,32,0.979857,738,80,991,80,991,339,738,339
093048318.png,29,0.982921,677,113,914,113,914,356,677,356
134941387.png,5,0.982408,1224,274,1506,274,1506,530,1224,530
093553856.png,11,0.986145,391,347,692,347,692,694,391,694
155457005.png,32,0.983692,792,275,1059,275,1059,559,792,559
092646812.png,33,0.986607,960,767,1254,767,1254,1078,960,1078
092646812.png,8,0.631692,1322,1010,1551,1010,1551,1079,1322,1079
131847378.png,14,0.983642,1453,695,1757,695,1757,971,1453,971
105325969.png,9,0.941467,1231,269,1496,269,1496,501,1231,501
141825580.png,13,0.983732,1122,129,1375,129,1375,364,1122,364
141825580.png,8,0.786992,1365,1003,1585,1003,1585,1080,1365,1080
143559766.png,28,0.971695,1014,0,1279,0,1279,117,1014,117
143559766.png,3,0.931298,408,224,657,224,657,494,408,494
143559766.png,33,0.797046,410,225,659,225,659,497,410,497
143559766.png,30,0.726104,1010,0,1277,0,1277,120,1010,120
110107039.png,8,0.985129,778,193,1027,193,1027,419,778,419
110107039.png,1,0.799731,1306,1017,1592,1017,1592,1079,1306,1079
123308924.png,24,0.974865,449,374,703,374,703,668,449,668
123308924.png,8,0.710485,1351,1006,1632,1006,1632,1079,1351,1079
124443873.png,21,0.986225,673,79,939,79,939,378,673,378
124443873.png,1,0.981172,1281,532,1565,532,1565,795,1281,795
092324978.png,16,0.985623,783,245,1068,245,1068,565,783,565
114146426.png,9,0.984927,1104,103,1355,103,1355,322,1104,322
114146426.png,1,0.871113,1340,1016,1595,1016,1595,1080,1340,1080
122538395.png,9,0.920574,1103,62,1352,62,1352,278,1103,278
122538395.png,15,0.899658,1103,63,1352,63,1352,278,1103,278
122538395.png,8,0.664122,1355,1007,1648,1007,1648,1079,1355,1079
133300294.png,19,0.982318,767,68,1016,68,1016,294,767,294
133300294.png,1,0.658238,1355,1003,1591,1003,1591,1079,1355,1079
133300294.png,8,0.569705,1353,1003,1600,1003,1600,1080,1353,1080
180537136.png,15,0.982746,348,474,614,474,614,734,348,734
092033954.png,21,0.983435,923,72,1181,72,1181,376,923,376
164948546.png,28,0.984727,450,572,726,572,726,878,450,878
164948546.png,22,0.971285,863,485,1107,485,1107,762,863,762
181315383.png,15,0.982635,364,451,629,451,629,710,364,710
133210598.png,33,0.983759,1167,70,1416,70,1416,312,1167,312
133210598.png,8,0.882472,1359,1003,1607,1003,1607,1079,1359,1079
105121678.png,24,0.978464,460,401,706,401,706,687,460,687
105121678.png,1,0.75859,1330,1017,1657,1017,1657,1080,1330,1080
145101833.png,6,0.985868,1140,86,1410,86,1410,324,1140,324
145101833.png,8,0.672378,1359,999,1585,999,1585,1080,1359,1080
105239628.png,33,0.984103,726,118,971,118,971,378,726,378
095740817.png,27,0.982727,1078,75,1326,75,1326,334,1078,334
095740817.png,8,0.652038,1320,1016,1628,1016,1628,1079,1320,1079
095740817.png,1,0.52831,1317,1016,1614,1016,1614,1080,1317,1080
114429769.png,16,0.979626,749,126,1026,126,1026,423,749,423
154712319.png,32,0.980201,1094,38,1349,38,1349,290,1094,290
154712319.png,15,0.938467,1093,37,1348,37,1348,288,1093,288
122109586.png,33,0.984687,893,470,1161,470,1161,751,893,751
154948194.png,30,0.984087,726,122,971,122,971,353,726,353
170117087.png,1,0.986251,424,466,691,466,691,726,424,726
170117087.png,27,0.974942,1481,823,1828,823,1828,1080,1481,1080
170117087.png,5,0.575949,286,0,529,0,529,227,286,227
121729012.png,8,0.684665,1307,1008,1618,1008,1618,1079,1307,1079
121729012.png,1,0.683893,1307,1009,1590,1009,1590,1079,1307,1079
121729012.png,22,0.66162,1243,299,1479,299,1479,544,1243,544
113957770.png,11,0.985555,421,308,711,308,711,663,421,663
113957770.png,1,0.909307,1331,1017,1635,1017,1635,1080,1331,1080
152335028.png,10,0.983758,810,65,1061,65,1061,297,810,297
152335028.png,8,0.697418,1342,1000,1573,1000,1573,1079,1342,1079
094558260.png,27,0.982478,1069,36,1312,36,1312,297,1069,297
094558260.png,8,0.647315,1321,1009,1566,1009,1566,1080,1321,1080
161317116.png,32,0.980848,1207,172,1475,172,1475,439,1207,439
084258536.png,8,0.528683,522,408,749,408,749,657,522,657
095250579.png,13,0.980776,704,46,945,46,945,269,704,269
095105678.png,5,0.973923,470,632,756,632,756,901,470,901
095105678.png,6,0.74885,471,633,758,633,758,911,471,911
150849553.png,21,0.984217,427,211,700,211,700,524,427,524
152426061.png,31,0.98235,1102,38,1353,38,1353,278,1102,278
152426061.png,27,0.887099,1409,535,1722,535,1722,954,1409,954
162049889.png,0,0.985229,721,54,968,54,968,283,721,283
132346422.png,11,0.985156,497,321,782,321,782,674,497,674
132346422.png,8,0.884075,1357,1004,1669,1004,1669,1079,1357,1079
140057829.png,33,0.985546,1182,134,1436,134,1436,389,1182,389
140057829.png,8,0.85924,1354,1006,1636,1006,1636,1080,1354,1080
120648300.png,6,0.984672,728,118,988,118,988,357,728,357
115631816.png,11,0.986203,1116,128,1399,128,1399,454,1116,454
115631816.png,1,0.672717,1344,1010,1636,1010,1636,1079,1344,1079
123302300.png,6,0.981646,1120,60,1380,60,1380,285,1120,285
091351967.png,1,0.982694,715,149,966,149,966,388,715,388
183559602.png,32,0.978249,1070,0,1322,0,1322,225,1070,225
183559602.png,33,0.959662,1071,0,1321,0,1321,227,1071,227
183559602.png,28,0.956297,343,409,631,409,631,712,343,712
183559602.png,15,0.668251,1069,0,1319,0,1319,227,1069,227
183559602.png,0,0.645797,1242,1016,1600,1016,1600,1079,1242,1079
150736801.png,5,0.985768,424,369,695,369,695,631,424,631
134052639.png,24,0.984398,1139,161,1375,161,1375,439,1139,439
134052639.png,8,0.557689,1369,1000,1595,1000,1595,1080,1369,1080
162727087.png,8,0.985537,477,675,756,675,756,935,477,935
162727087.png,1,0.789248,1266,1012,1620,1012,1620,1080,1266,1080
162727087.png,1,0.567258,479,676,756,676,756,938,479,938
170236530.png,30,0.980638,704,35,939,35,939,260,704,260
170236530.png,22,0.878981,1488,784,1822,784,1822,1080,1488,1080
170236530.png,24,0.501192,373,282,637,282,637,547,373,547
084840949.png,12,0.985819,1089,160,1341,160,1341,387,1089,387
084840949.png,8,0.794876,1278,1034,1578,1034,1578,1079,1278,1079
100518077.png,30,0.984496,393,302,644,302,644,543,393,543
100518077.png,27,0.95935,1126,52,1386,52,1386,354,1126,354
100518077.png,8,0.723192,1317,1009,1594,1009,1594,1079,1317,1079
173421119.png,18,0.983904,1437,727,1744,727,1744,1004,1437,1004
102407734.png,3,0.981541,1109,55,1362,55,1362,319,1109,319
124149248.png,9,0.98549,1080,80,1330,80,1330,303,1080,303
124149248.png,8,0.884266,1359,1006,1649,1006,1649,1080,1359,1080
102109770.png,22,0.979489,915,430,1151,430,1151,671,915,671
102109770.png,8,0.715479,1323,1018,1660,1018,1660,1079,1323,1079
075821739.png,18,0.984706,1357,668,1659,668,1659,941,1357,941
114102837.png,1,0.878371,1342,1016,1637,1016,1637,1079,1342,1079
114102837.png,7,0.735521,771,160,1050,160,1050,464,771,464
114102837.png,33,0.640166,769,159,1050,159,1050,459,769,459
142827681.png,31,0.96126,778,58,1021,58,1021,297,778,297
142827681.png,29,0.818444,778,58,1021,58,1021,297,778,297
142827681.png,8,0.596658,1363,1001,1589,1001,1589,1080,1363,1080
132327630.png,4,0.974152,879,442,1116,442,1116,702,879,702
132327630.png,28,0.719484,878,442,1117,442,1117,702,878,702
132327630.png,8,0.714706,1358,1003,1669,1003,1669,1080,1358,1080
094154583.png,22,0.979901,494,352,734,352,734,601,494,601
094154583.png,6,0.967349,1403,742,1721,742,1721,1025,1403,1025
094154583.png,10,0.908197,652,0,889,0,889,202,652,202
094154583.png,5,0.712555,653,0,890,0,890,202,653,202
094154583.png,31,0.52416,1402,742,1719,742,1719,1026,1402,1026
143709433.png,31,0.985397,804,292,1064,292,1064,555,804,555
130227694.png,24,0.983968,1243,198,1486,198,1486,475,1243,475
130227694.png,1,0.838498,1338,1004,1692,1004,1692,1080,1338,1080
133004863.png,15,0.955616,349,221,606,221,606,477,349,477
133004863.png,32,0.859856,349,222,606,222,606,477,349,477
142437849.png,6,0.986515,738,114,1005,114,1005,354,738,354
163222265.png,30,0.98335,768,107,1012,107,1012,338,768,338
163222265.png,5,0.97741,317,112,562,112,562,354,317,354
163222265.png,1,0.715078,316,114,560,114,560,350,316,350
101720427.png,27,0.984495,745,110,987,110,987,372,745,372
160007404.png,25,0.981885,1000,58,1244,58,1244,341,1000,341
182035196.png,32,0.963593,665,0,914,0,914,222,665,222
182035196.png,15,0.865818,0,0,81,0,81,87,0,87
182035196.png,33,0.77297,667,0,914,0,914,216,667,216
162726096.png,15,0.984634,689,43,935,43,935,264,689,264
162726096.png,27,0.976459,864,435,1152,435,1152,702,864,702
162726096.png,6,0.918945,1315,587,1628,587,1628,873,1315,873
102339865.png,22,0.983716,784,271,1011,271,1011,514,784,514
102339865.png,32,0.755453,1306,502,1623,502,1623,825,1306,825
102339865.png,15,0.739133,1306,502,1622,502,1622,826,1306,826
100851356.png,31,0.982048,914,647,1196,647,1196,922,914,922
092313806.png,26,0.982977,710,111,970,111,970,387,710,387
143300981.png,9,0.983427,761,59,1003,59,1003,278,761,278
142412275.png,32,0.977561,452,417,716,417,716,712,452,712
142412275.png,22,0.920136,1081,0,1278,0,1278,159,1081,159
142412275.png,8,0.915793,1330,1004,1601,1004,1601,1079,1330,1079
173854667.png,5,0.984523,805,425,1091,425,1091,690,805,690
173854667.png,0,0.96632,430,487,701,487,701,748,430,748
173854667.png,5,0.942929,428,486,699,486,699,749,428,749
173854667.png,15,0.899286,1414,641,1742,641,1742,1001,1414,1001
173854667.png,11,0.898152,1414,638,1740,638,1740,1001,1414,1001
173854667.png,21,0.76704,1414,638,1741,638,1741,997,1414,997
124417516.png,24,0.981461,1219,136,1452,136,1452,405,1219,405
114517707.png,7,0.967708,1085,26,1355,26,1355,290,1085,290
114517707.png,1,0.914624,1344,1015,1656,1015,1656,1079,1344,1079
114517707.png,6,0.872776,1083,27,1353,27,1353,294,1083,294
100812625.png,12,0.982422,676,114,914,114,914,332,676,332
114910760.png,4,0.920361,836,327,1070,327,1070,575,836,575
095158645.png,28,0.982118,1098,56,1358,56,1358,318,1098,318
084849095.png,25,0.980909,849,490,1138,490,1138,810,849,810
084849095.png,2,0.863473,848,489,1137,489,1137,808,848,808
141135771.png,29,0.984095,1070,76,1309,76,1309,321,1070,321
141135771.png,8,0.796073,1277,1020,1605,1020,1605,1079,1277,1079
110132965.png,13,0.981364,1112,96,1365,96,1365,317,1112,317
110132965.png,1,0.636707,1342,1017,1653,1017,1653,1080,1342,1080
110132965.png,8,0.622265,1344,1017,1654,1017,1654,1079,1344,1079
064442001.png,16,0.978758,1137,181,1429,181,1429,491,1137,491
064442001.png,7,0.57299,1139,182,1430,182,1430,493,1139,493
175249276.png,1,0.985735,367,446,638,446,638,705,367,705
150947136.png,25,0.988979,948,522,1241,522,1241,846,948,846
132525094.png,26,0.96563,543,531,830,531,830,853,543,853
100726359.png,10,0.737755,782,198,1041,198,1041,433,782,433
085153850.png,26,0.980849,1070,134,1340,134,1340,422,1070,422
140058428.png,33,0.984543,1337,451,1618,451,1618,738,1337,738
140058428.png,24,0.887272,791,1,980,1,980,212,791,212
140058428.png,8,0.559833,1340,1007,1660,1007,1660,1079,1340,1079
102602709.png,22,0.975827,1120,135,1344,135,1344,364,1120,364
102602709.png,27,0.961977,1121,136,1345,136,1345,365,1121,365
161954642.png,5,0.984094,1083,34,1342,34,1342,264,1083,264
161954642.png,1,0.635782,1328,1010,1547,1010,1547,1079,1328,1079
124549985.png,29,0.984116,775,64,1010,64,1010,305,775,305
124549985.png,8,0.892404,1350,1008,1633,1008,1633,1079,1350,1079
140855093.png,29,0.982477,971,0,1205,0,1205,229,971,229
140855093.png,8,0.805003,1264,1020,1608,1020,1608,1080,1264,1080
140855093.png,1,0.767485,1261,1022,1535,1022,1535,1079,1261,1079
165110746.png,28,0.98376,608,0,846,0,846,178,608,178
165110746.png,25,0.883938,606,0,848,0,848,178,606,178
165110746.png,8,0.658231,1296,1004,1557,1004,1557,1080,1296,1080
165110746.png,1,0.616542,1194,240,1481,240,1481,527,1194,527
084510254.png,6,0.983797,1083,167,1356,167,1356,414,1083,414
084510254.png,0,0.599045,1292,1028,1589,1028,1589,1079,1292,1079
162145259.png,15,0.983339,738,83,987,83,987,312,738,312
162145259.png,5,0.931964,343,36,581,36,581,258,343,258
162145259.png,27,0.675558,1084,0,1337,0,1337,247,1084,247
163623104.png,32,0.980093,757,91,1011,91,1011,340,757,340
105619828.png,22,0.983309,1323,525,1575,525,1575,784,1323,784
105619828.png,13,0.884801,1047,0,1339,0,1339,175,1047,175
105619828.png,21,0.801254,1049,0,1339,0,1339,176,1049,176
105619828.png,1,0.798369,1337,1018,1687,1018,1687,1080,1337,1080
134437715.png,3,0.976299,762,47,1005,47,1005,291,762,291
134437715.png,33,0.593391,761,46,1003,46,1003,306,761,306
114447077.png,1,0.854194,1339,1016,1585,1016,1585,1079,1339,1079
114447077.png,33,0.819674,1191,252,1473,252,1473,546,1191,546
123718050.png,28,0.98602,1539,746,1858,746,1858,1079,1539,1079
123718050.png,10,0.965277,800,183,1061,183,1061,434,800,434
101927436.png,26,0.981037,1111,197,1389,197,1389,484,1111,484
101927436.png,8,0.675709,1324,1019,1621,1019,1621,1079,1324,1079
101927436.png,7,0.604962,1110,198,1390,198,1390,484,1110,484
172950307.png,3,0.98183,1067,8,1311,8,1311,267,1067,267
172950307.png,32,0.981223,1066,7,1310,7,1310,266,1066,266
172950307.png,8,0.570362,1297,1018,1574,1018,1574,1080,1297,1080
125922167.png,26,0.64881,1165,137,1440,137,1440,426,1165,426
105739295.png,19,0.922809,1184,238,1455,238,1455,481,1184,481
105739295.png,27,0.888155,956,691,1239,691,1239,981,956,981
105739295.png,1,0.829329,1347,1016,1646,1016,1646,1079,1347,1079
105739295.png,6,0.602021,1185,238,1455,238,1455,481,1185,481
105739295.png,15,0.566499,1186,238,1456,238,1456,481,1186,481
123515154.png,33,0.985866,843,437,1105,437,1105,722,843,722
143209985.png,9,0.983383,841,331,1101,331,1101,569,841,569
104037122.png,17,0.897612,1048,12,1323,12,1323,296,1048,296
104037122.png,7,0.863708,1046,12,1322,12,1322,300,1046,300
104037122.png,1,0.689732,1330,1017,1623,1017,1623,1080,1330,1080
153506214.png,8,0.985937,438,556,705,556,705,807,438,807
153506214.png,5,0.982991,1303,456,1590,456,1590,715,1303,715
153506214.png,27,0.976358,1127,81,1385,81,1385,329,1127,329
153506214.png,27,0.964634,1567,913,1905,913,1905,1079,1567,1079
153506214.png,27,0.857057,973,793,1302,793,1302,1080,973,1080
102705044.png,9,0.97794,436,422,691,422,691,667,436,667
102705044.png,8,0.749294,1292,1017,1662,1017,1662,1080,1292,1080
115251581.png,11,0.985161,756,111,1038,111,1038,464,756,464
115251581.png,1,0.792244,1343,1012,1632,1012,1632,1080,1343,1080
155531861.png,10,0.984928,1197,260,1469,260,1469,509,1197,509
155531861.png,8,0.615258,1343,998,1582,998,1582,1079,1343,1079
132531202.png,30,0.984175,702,79,946,79,946,305,702,305
132531202.png,8,0.861206,1290,1022,1584,1022,1584,1079,1290,1079
163837002.png,18,0.984402,894,515,1171,515,1171,772,894,772
105139293.png,21,0.986338,449,440,736,440,736,779,449,779
105139293.png,8,0.689008,1322,1012,1636,1012,1636,1079,1322,1079
134213691.png,5,0.987807,437,459,706,459,706,721,437,721
134213691.png,27,0.968762,845,307,1127,307,1127,570,845,570
120022065.png,16,0.985378,740,103,1015,103,1015,404,740,404
120022065.png,8,0.767505,1338,1016,1636,1016,1636,1080,1338,1080
120022065.png,11,0.611188,739,103,1014,103,1014,402,739,402
120022065.png,1,0.517043,1334,1015,1625,1015,1625,1080,1334,1080
170555565.png,0,0.978729,688,1,928,1,928,230,688,230
170555565.png,27,0.970634,822,321,1112,321,1112,628,822,628
121452945.png,11,0.98544,791,97,1067,97,1067,414,791,414
121452945.png,8,0.803517,1347,1010,1641,1010,1641,1080,1347,1080
103416382.png,6,0.964992,702,61,968,61,968,329,702,329
103416382.png,7,0.964395,704,61,969,61,969,332,704,332
103416382.png,8,0.727065,1326,1018,1613,1018,1613,1079,1326,1079
140938071.png,6,0.986203,702,0,953,0,953,187,702,187
140938071.png,8,0.807008,1342,1002,1609,1002,1609,1079,1342,1079
110446375.png,29,0.97846,1067,5,1304,5,1304,241,1067,241
110446375.png,1,0.768061,1337,1015,1583,1015,1583,1080,1337,1080
122938885.png,12,0.984572,751,114,993,114,993,337,751,337
122938885.png,8,0.734428,1336,1010,1626,1010,1626,1080,1336,1080
120003990.png,19,0.961522,1242,325,1520,325,1520,582,1242,582
120003990.png,27,0.953498,1036,678,1345,678,1345,968,1036,968
120003990.png,6,0.947802,1243,327,1521,327,1521,581,1243,581
140548523.png,31,0.980269,1210,243,1477,243,1477,503,1210,503
162243002.png,18,0.981808,522,507,785,507,785,763,522,763
144810877.png,21,0.98494,796,69,1062,69,1062,368,796,368
144810877.png,27,0.962163,1010,693,1324,693,1324,1019,1010,1019
